0,HUAWEI Pura 70 雪域白 12GB+1TB 超高速风驰闪拍 第二代昆仑玻璃 双超级快充 华为P70智能手机,12GB+1TB,https://item.jd.com/100095516761.html,满1000减100,6499.00
1,HUAWEI Pura 70 Pro 羽砂黑 12GB+1TB 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机,12GB+1TB,https://item.jd.com/100108284490.html,满1000减100,7199.00
2,华为畅享 70 Pro 1亿像素超清影像40W超级快充5000mAh大电池长续航 256GB 曜金黑 鸿蒙智能手机,256GB,https://item.jd.com/100081500557.html,满880减50,1599.00
3,HUAWEI Pura 70 Pro+ 魅影黑 16GB+1TB 超高速风驰闪拍 超聚光微距长焦 双卫星通信 华为P70智能手机,16GB+1TB,https://item.jd.com/100095516759.html,满1000减100,8199.00
4,华为nova 12 100W智能快充Turbo 前置6000万4K超广角人像 512GB 曜金黑 鸿蒙智慧通信华为智能手机,512GB,https://item.jd.com/100078738941.html,满880减50,3299.00
5,HUAWEI Pura 70 Pro 羽砂黑12GB+512GB 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机,12GB+512GB,https://item.jd.com/100108284490.html,满1000减100,6199.00
6,HUAWEI Pura 70 雪域白 12GB+512GB 超高速风驰闪拍 第二代昆仑玻璃 双超级快充 华为P70智能手机,12GB+512GB,https://item.jd.com/100095516761.html,满1000减100,5499.00
7,华为畅享 70 Pro 1亿像素超清影像40W超级快充5000mAh大电池长续航 128GB 曜金黑 鸿蒙智能手机,128GB,https://item.jd.com/100081500557.html,满880减50,1399.00
8,HUAWEI Pura 70 Pro+ 魅影黑 16GB+512GB 超高速风驰闪拍 超聚光微距长焦 双卫星通信 华为P70智能手机,16GB+512GB,https://item.jd.com/100095516759.html,满1000减100,7199.00
9,华为nova 12 100W智能快充Turbo 前置6000万4K超广角人像 256GB 曜金黑 鸿蒙智慧通信华为智能手机,256GB,https://item.jd.com/100078738941.html,满880减50,2899.00
10,HUAWEI Pura 70 雪域白 12GB+256GB 超高速风驰闪拍 第二代昆仑玻璃 双超级快充 华为P70智能手机,12GB+256GB,https://item.jd.com/100095516761.html,满1000减100,4999.00
11,HUAWEI Pura 70 Pro 羽砂黑 12GB+256GB 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机,12GB+256GB,https://item.jd.com/100108284490.html,满1000减100,5699.00
12,华为（HUAWEI）Mate 60 Pro雅丹黑12GB+256GB 卫星通话 超可靠玄武架构 全焦段超清影像 旗舰鸿蒙智能手机,12GB+256GB,https://item.jd.com/100064695862.html,暂无优惠,6499.00
13,华为（HUAWEI）Mate 60 Pro雅丹黑12GB+512GB 卫星通话 超可靠玄武架构 全焦段超清影像 旗舰鸿蒙智能手机,12GB+512GB,https://item.jd.com/100064695862.html,暂无优惠,6999.00
14,华为/HUAWEI nova 11 SE前后双高清摄像手机 一亿像素光影人像 256GB 雪域白 华为鸿蒙智能手机,256GB,https://item.jd.com/100072047206.html,满880减50,1599.00
15,华为nova 12活力版 6.88mm超薄潮美直屏前置6000万超广角拍照256GB 12号色华为鸿蒙智能手机nova系列,256GB,https://item.jd.com/100082431996.html,满880减50,2299.00
16,华为畅享 70 6000mAh大电池 长续航 畅享X键一键直达 128GB 翡冷翠 鸿蒙智能手机HUAWEI,128GB,https://item.jd.com/100076513603.html,满880减50,1099.00
17,华为/HUAWEI nova 11 SE前后双高清摄像手机 一亿像素光影人像 512GB 雪域白 华为鸿蒙智能手机,512GB,https://item.jd.com/100072047206.html,满880减50,1799.00
18,华为nova 12活力版 6.88mm超薄潮美直屏前置6000万超广角拍照 512GB 12号色 鸿蒙智能手机nova系列,512GB,https://item.jd.com/100082431996.html,满880减50,2599.00
19,华为畅享 70 6000mAh大电池 长续航 畅享X键一键直达 256GB 翡冷翠 鸿蒙智能手机HUAWEI,256GB,https://item.jd.com/100076513603.html,满880减50,1299.00
20,华为（HUAWEI）旗舰手机 Mate 60 12GB+256GB 雅丹黑,12GB+256GB,https://item.jd.com/100066930471.html,暂无优惠,5499.00
21,华为（HUAWEI） Mate 60 Pro雅丹黑12GB+1TB 卫星通话 超可靠玄武架构 全焦段超清影像 旗舰鸿蒙智能手机,12GB+1TB,https://item.jd.com/100064695862.html,暂无优惠,7999.00
22,华为（HUAWEI）Mate X5 折叠屏手机 12GB+256GB 羽砂黑,12GB+256GB,https://item.jd.com/100066168990.html,暂无优惠,12999.00
23,华为（HUAWEI）旗舰手机 Mate 60 12GB+512GB 雅丹黑,12GB+512GB,https://item.jd.com/100066930471.html,暂无优惠,5999.00
24,HUAWEI Pura 70 Ultra 星芒黑 16GB+1TB 超聚光伸缩摄像头 超高速风驰闪拍 华为P70智能手机,16GB+1TB,https://item.jd.com/100108118338.html,满1000减100,9999.00
25,华为（HUAWEI） Mate X5 折叠屏手机 12GB+512GB 羽砂黑,12GB+512GB,https://item.jd.com/100066168990.html,暂无优惠,13999.00
26,华为畅享 70z 6000mAh 长续航 HarmonyOS 4 流畅安全 幻夜黑 128GB 鸿蒙智能手机HUAWEI,128GB,https://item.jd.com/100097037908.html,满880减50,899.00
27,HUAWEI Pura 70 Ultra 星芒黑 16GB+512GB 超聚光伸缩摄像头 超高速风驰闪拍 华为P70智能手机,16GB+512GB,https://item.jd.com/100108118338.html,满1000减100,8999.00
28,华为畅享 70S 6.75英寸AOD护眼大屏 畅享X键常用功能一步直达8GB+256GB曜金黑 鸿蒙智能手机,8+256GB,https://item.jd.com/100116424194.html,满880减50,1349.00
29,华为（HUAWEI） Mate X5 折叠屏手机 16GB+512GB 羽砂黑,16GB+512GB,https://item.jd.com/100066168990.html,满1000减100,13499.00
30,华为畅享 70z 6000mAh 长续航 HarmonyOS 4 流畅安全 幻夜黑 256GB 鸿蒙智能手机HUAWEI,256GB,https://item.jd.com/100097037908.html,满880减50,1099.00
31,华为（HUAWEI） Mate X5 典藏版 折叠屏手机 16GB+512GB 羽砂黑,16GB+512GB 典藏版,https://item.jd.com/100066168990.html,满1000减100,14999.00
32,华为畅享 70S 6.75英寸AOD护眼大屏 畅享X键常用功能一步直达8GB+128GB曜金黑 鸿蒙智能手机,8+128GB,https://item.jd.com/100116424194.html,满880减50,1149.00
33,华为（HUAWEI）旗舰手机 Mate 60 12GB+1TB 雅丹黑,12GB+1TB,https://item.jd.com/100066930471.html,暂无优惠,6999.00
34,华为（HUAWEI） Mate X5 典藏版 折叠屏手机 16GB+1TB 羽砂黑,16GB+1TB 典藏版,https://item.jd.com/100066168990.html,满1000减100,15999.00
35,华为畅享 60X 7000mAh长续航 6.95英寸 影音大屏 128GB 皓月银 鸿蒙智能手机HUAWEI,128GB,https://item.jd.com/100049592416.html,暂无优惠,1099.00
36,华为（HUAWEI）旗舰手机 Mate 60 RS 非凡大师 16GB+512GB 瑞红 ULTIMATE DESIGN,16GB+512GB,https://item.jd.com/100069675499.html,满1000减100,11199.00
37,华为（HUAWEI）旗舰手机 Mate 60 RS 非凡大师 16GB+1TB 瑞红 ULTIMATE DESIGN,16GB+1TB,https://item.jd.com/100069675499.html,满1000减100,12199.00
38,华为（HUAWEI）旗舰手机 Mate 60 Pro+ 16GB+512GB 宣白,16GB+512GB,https://item.jd.com/100067903671.html,满1000减100,8999.00
39,华为畅享 60X 7000mAh长续航 6.95英寸 影音大屏 256GB 皓月银 鸿蒙智能手机HUAWEI,256GB,https://item.jd.com/100049592416.html,暂无优惠,1299.00
40,华为nova 12 Pro前置6000万人像追焦双摄512GB曜金黑物理可变光圈鸿蒙智慧通信华为智能手机nova系列,512GB,https://item.jd.com/100078738965.html,满880减50,4299.00
41,华为nova 12 Pro 前置6000万人像追焦双摄 256GB曜金黑物理可变光圈 鸿蒙智慧通信智能手机nova系列,256GB,https://item.jd.com/100078738965.html,满880减50,3899.00
42,华为（HUAWEI）旗舰手机 Mate 60 Pro+ 16GB+1TB 宣白,16GB+1TB,https://item.jd.com/100067903671.html,满1000减100,9999.00
43,HUAWEI Pocket 2 超平整超可靠 全焦段XMAGE四摄 12GB+256GB 洛可可白 华为折叠屏鸿蒙手机,12GB+256GB,https://item.jd.com/100094434186.html,满1000减100,7499.00
44,HUAWEI Pocket 2 超平整超可靠 全焦段XMAGE四摄 12GB+512GB 洛可可白 华为折叠屏鸿蒙手机,12GB+512GB,https://item.jd.com/100094434186.html,满1000减100,7999.00
45,HUAWEI Pocket 2 超平整超可靠 全焦段XMAGE四摄 12GB+1TB 洛可可白 华为折叠屏鸿蒙手机,12GB+1TB,https://item.jd.com/100094434186.html,满1000减100,8999.00
46,华为畅享 60X 7000mAh长续航 6.95英寸 影音大屏 512GB 丹霞橙 鸿蒙智能手机HUAWEI,512GB,https://item.jd.com/100049592416.html,暂无优惠,1499.00
47,HUAWEI Pocket 2 艺术定制版 超平整超可靠 全焦段XMAGE四摄 16GB+1TB 蓝梦 华为折叠屏鸿蒙手机,16GB+1TB,https://item.jd.com/100094434186.html,满1000减100,10999.00
48,华为nova 12 Ultra 前置6000万人像追焦双摄 512GB 烟云灰 物理可变光圈 鸿蒙智慧通信华为智能手机,512GB,https://item.jd.com/100082431994.html,满880减50,4399.00
49,华为畅享 50z 5000万高清AI三摄 5000mAh超能续航 128GB 幻夜黑 大内存鸿蒙智能手机,6GB+128GB,https://item.jd.com/100040226766.html,暂无优惠,1199.00
50,华为nova 12 Ultra 前置6000万人像追焦双摄 1TB 烟云灰 物理可变光圈 鸿蒙智慧通信华为智能手机,1TB,https://item.jd.com/100082431994.html,满880减50,5088.80
51,华为/HUAWEI Mate X3 折叠屏手机 超轻薄 超可靠昆仑玻璃 超强灵犀通信 1TB 晨曦金 典藏版 鸿蒙旗舰,256GB,https://item.jd.com/100046247554.html,暂无优惠,15999.00
52,华为畅享 50z 5000万高清AI三摄 5000mAh超能续航 128GB 幻夜黑 大内存鸿蒙智能手机,8GB+128GB,https://item.jd.com/100040226766.html,暂无优惠,1199.00
53,华为 P50 Pocket 艺术定制版 超光谱影像系统 创新双屏操作体验 12+512GB鎏光金 华为折叠屏手机,0,https://item.jd.com/100030711528.html,暂无优惠,10988.00
54,华为畅享 50z 5000万高清AI三摄 5000mAh超能续航 128GB 幻夜黑 大内存鸿蒙智能手机,8GB+256GB,https://item.jd.com/100040226766.html,暂无优惠,1199.00
54,华为/HUAWEI Mate X3 折叠屏手机 超轻薄 超可靠昆仑玻璃 超强灵犀通信 1TB 晨曦金 典藏版 鸿蒙旗舰,512GB,https://item.jd.com/100046247554.html,暂无优惠,15999.00
56,华为/HUAWEI P60 Pro 超聚光夜视长焦 昆仑玻璃 双向北斗卫星消息 256GB 洛可可白 鸿蒙智能旗舰手机,8GB+256GB,https://item.jd.com/100054651267.html,暂无优惠,6988.00
57,华为/HUAWEI Mate X3 折叠屏手机 超轻薄 超可靠昆仑玻璃 超强灵犀通信 1TB 青山黛 典藏版 鸿蒙旗舰,1T（典藏版）,https://item.jd.com/100046247554.html,暂无优惠,15999.00
58,华为/HUAWEI P60 Pro 超聚光夜视长焦 昆仑玻璃 双向北斗卫星消息 12GB+256GB 洛可可白 鸿蒙智能旗舰手机,12GB+256GB,https://item.jd.com/100054651267.html,暂无优惠,7288.00
59,HUAWEI nova 8 SE 4G全网通 8+128GB银月星辉 6400万高清四摄 66W超级快充 华为手机标配无充【】,0,https://item.jd.com/100020779715.html,暂无优惠,2099.00
60,HUAWEI Pura 70 Ultra 摩卡棕 16GB+512GB 超聚光伸缩摄像头 超高速风驰闪拍 华为P70智能手机,0,https://item.jd.com/100126867504.html,暂无优惠,9999.00
61,HUAWEI P50 原色双影像单元 搭载HarmonyOS 2 万象双环设计 支持66W超级快充 8GB+256GB雪域白 华为手机【购机补贴版】,0,https://item.jd.com/100022982981.html,暂无优惠,4988.00
62,华为 HUAWEI Mate 40 Pro麒麟9000 SoC芯片 超感知徕卡电影影像 有线无线双超级快充8GB+256GB秘银色5G全网通（必）,0,https://item.jd.com/100027843069.html,暂无优惠,6999.00
63,华为/HUAWEI P60 Pro 超聚光夜视长焦 昆仑玻璃 双向北斗卫星消息 12GB+256GB 洛可可白 鸿蒙智能旗舰手机,12GB+512GB,https://item.jd.com/100054651267.html,暂无优惠,7288.00
64,HUAWEI P50 原色双影像单元 基于鸿蒙操作系统 万象双环设计 支持66W超级快充 8GB+256GB曜金黑 华为手机,0,https://item.jd.com/100026819200.html,暂无优惠,4988.00
65,华为畅享 20e 5000mAh大电池 6.3英寸高清大屏 4G+128G绮境森林 双卡双待 华为手机 购机补贴,0,https://item.jd.com/100038086942.html,暂无优惠,1199.00
66,HUAWEI nova 10z 128GB翡冷翠 企业专享,0,https://item.jd.com/100059162451.html,暂无优惠,1699.00
67,华为畅享 50z 128GB 薄荷绿 企销,0,https://item.jd.com/100054266234.html,暂无优惠,1199.00
68,华为（HUAWEI）旗舰手机 Mate 60 RS 非凡大师 16GB+1TB 瑞红 ULTIMATE DESIGN,0,https://item.jd.com/100075152418.html,暂无优惠,12999.00
69,华为 HUAWEI Mate 40 Pro麒麟9000 5G SoC芯片 超感知徕卡电影影像 8GB+256GB亮黑色5G全网通手机【无充版】（必）,0,https://item.jd.com/100027843065.html,暂无优惠,6999.00
70,华为畅享 50z 128GB 幻夜黑 企销,0,https://item.jd.com/100059986501.html,暂无优惠,1199.00
71,华为智选 Hi nova 9z 5G全网通手机 6.67英寸120Hz原彩屏 6400万像素超清摄影 66W快充8GB+128GB亮黑色,0,https://item.jd.com/100038306485.html,暂无优惠,1799.00
72,华为畅享 60X 7000mAh长续航 6.95英寸 影音大屏 256GB 曜金黑 鸿蒙智能手机HUAWEI,0,https://item.jd.com/100061853354.html,暂无优惠,1999.00
73,HUAWEI nova 9 4G全网通120Hz 后置5000万超感知影像 搭载HarmonyOS 2 8+128GB 9号色华为手机 标配无充【购机补贴版】,0,https://item.jd.com/100030521714.html,暂无优惠,2699.00
74,HUAWEI nova 9 Pro 双3200万前置Vlog镜头 100W超级快充 10亿色臻彩屏 8GB+128GB 亮黑色华为鸿蒙手机,8GB+128GB,https://item.jd.com/100026796994.html,暂无优惠,3499.00
75,HUAWEI nova 9 Pro 4G全网通 双3200万前置Vlog镜头 100W超级快充 10亿色臻彩屏8+128GB 9号色华为手机【购机补贴版】,0,https://item.jd.com/100029032200.html,暂无优惠,3499.00
76,HUAWEI nova 9 Pro 双3200万前置Vlog镜头 100W超级快充 10亿色臻彩屏 8GB+256GB 亮黑色华为鸿蒙手机,8GB+256GB,https://item.jd.com/100026796994.html,暂无优惠,3899.00
77,HUAWEI nova 11 Pro 前置6000万人像双摄 后置5000万超感知影像 256GB 11号色 华为鸿蒙智能手机,256GB,https://item.jd.com/100049696234.html,暂无优惠,3499.00
78,HUAWEI Pocket S 折叠屏手机 40万次折叠认证 128GB 冰霜银 华为小折叠【高端联盟专享】,0,https://item.jd.com/100040163014.html,暂无优惠,5988.00
79,HUAWEI nova 9 120Hz高刷 后置5000万超感知影像 8GB+128GB亮黑色华为手机 标配无充【购机补贴版】,0,https://item.jd.com/100039609630.html,暂无优惠,2699.00
80,HUAWEI nova 11 Pro 前置6000万人像双摄 后置5000万超感知影像 256GB 11号色 华为鸿蒙智能手机,512GB,https://item.jd.com/100049696234.html,暂无优惠,3499.00
81,华为/HUAWEI nova 9 SE 一亿像素超清摄影 创新Vlog体验 8GB+256GB幻夜黑 华为手机【无充版】【购机补贴版】,0,https://item.jd.com/100022982993.html,暂无优惠,2399.00
82,HUAWEI nova 10z 【内置40W华为超级快充】6400万超清三摄 6.6英寸无界全视屏 128GB翡冷翠 华为手机鸿蒙【电池换新套装】,128GB,https://item.jd.com/100044278036.html,暂无优惠,1519.00
83,HUAWEI/华为 P50E 5000万超感光原色影像 支持66W快充 8GB+256GB曜金黑 华为手机 合约机 购机补贴版,0,https://item.jd.com/100021971249.html,暂无优惠,4488.00
84,HUAWEI nova 10z 【内置40W华为超级快充】6400万超清三摄 6.6英寸无界全视屏 256GB翡冷翠 华为手机鸿蒙【电池换新套装】,256GB,https://item.jd.com/100044278036.html,暂无优惠,1719.00
85,华为/HUAWEI P60 Pro 【教育】超聚光夜视长焦 昆仑玻璃 256GB 翡冷翠 鸿蒙智能旗舰手机,0,https://item.jd.com/100061853120.html,暂无优惠,6988.00
86,华为/HUAWEI P60 超聚光XMAGE影像 双向北斗卫星消息 128GB 洛可可白 鸿蒙曲面屏 智能旗舰手机,128GB,https://item.jd.com/100054651271.html,暂无优惠,4488.00
87,HUAWEI Mate 50 直屏旗舰 超光变XMAGE影像 北斗卫星消息 低电量应急模式 256GB曜金黑华为鸿蒙手机,0,https://item.jd.com/100037199917.html,暂无优惠,5282.40
88,HUAWEI P50 Pro 4G全网通 原色双影像单元 麒麟9000芯片 万象双环设计 8GB+512GB可可茶金华为手机【购机补贴版】,0,https://item.jd.com/100016917607.html,暂无优惠,7488.00
89,HUAWEI P50 Pro 4G全网通 原色双影像单元 麒麟9000芯片 万象双环设计 8GB+512GB雪域白华为手机【购机补贴版】,0,https://item.jd.com/100016917591.html,暂无优惠,7488.00
90,华为/HUAWEI P60 超聚光XMAGE影像 双向北斗卫星消息 256GB 羽砂紫 鸿蒙曲面屏 智能旗舰手机,256GB,https://item.jd.com/100054651271.html,暂无优惠,4988.00
91,华为/HUAWEI nova 9 SE 一亿像素超清摄影 支持66W快充 8GB+128GB冰晶蓝 华为手机 购机补贴,8GB+128GB,https://item.jd.com/100038086912.html,暂无优惠,2199.00
92,HUAWEI nova 8 SE 6400万高清四摄 支持66W超级快充 6.5英寸OLED大屏 8GB+128GB幻夜黑华为 手机 标配无充,0,https://item.jd.com/100048846595.html,暂无优惠,2099.00
93,华为/HUAWEI P60 超聚光XMAGE影像 双向北斗卫星消息 256GB 羽砂紫 鸿蒙曲面屏 智能旗舰手机,512GB,https://item.jd.com/100054651271.html,暂无优惠,4988.00
94,华为/HUAWEI nova 9 SE 一亿像素超清摄影 支持66W快充 8GB+256GB冰晶蓝 华为手机 合约机 购机补贴版,8GB+256GB,https://item.jd.com/100038086912.html,暂无优惠,2399.00
95,HUAWEI P50 原色双影像单元 万象双环设计 支持66W超级快充 8GB+128GB曜金黑 华为手机 合约机 购机补贴版,8+128,https://item.jd.com/100038086956.html,暂无优惠,4488.00
96,华为智选 Hi nova 9z 5G全网通手机 6.67英寸120Hz原彩屏hinova 6400万像素超清摄影 66W快充8GB+128GB亮黑色【尊享版】,0,https://item.jd.com/100044278024.html,暂无优惠,1299.00
97,华为畅享 50z 128GB 宝石蓝 企销,0,https://item.jd.com/100059986517.html,暂无优惠,1199.00
98,HUAWEI P50 原色双影像单元 万象双环设计 支持66W超级快充 8GB+256GB可可茶金 华为手机 合约机 购机补贴版,8+256,https://item.jd.com/100038086956.html,暂无优惠,4988.00
99,HUAWEI P50 Pro 4G全网通 原色双影像单元 麒麟9000芯片 万象双环设计 8GB+512GB曜金黑手机【购机补贴版】,0,https://item.jd.com/100015925857.html,暂无优惠,7488.00
100,HUAWEI nova 11 【教育优惠】前置6000万超广角人像 6.88毫米超薄臻彩直屏 128GB 曜金黑 华为鸿蒙智能手机,0,https://item.jd.com/100061853342.html,暂无优惠,2499.00
101,HUAWEI P50 Pro 4G全网通 原色双影像单元 麒麟9000芯片 万象双环设计 8GB+256GB可可茶金手机【购机补贴版本】,0,https://item.jd.com/100029031490.html,暂无优惠,6488.00
102,华为智选 Hi nova 9z 5G全网通手机 6.67英寸120Hz原彩屏hinova 6400万像素超清摄影 8GB+128GB幻境森林【尊享版】,0,https://item.jd.com/100053342369.html,暂无优惠,1299.00
103,HUAWEI nova 9 120Hz高刷 后置5000万超感知影像 8GB+256GB普罗旺斯华为手机 标配无充 合约机 购机补贴版,0,https://item.jd.com/100022496411.html,暂无优惠,2999.00
104,HUAWEI P50 骁龙888 4G全网通 原色双影像单元 HarmonyOS 2 万象双环设计8GB+256GB曜金黑华为手机【购机补贴】,0,https://item.jd.com/100038087022.html,暂无优惠,4988.00
105,HUAWEI nova 9 4G全网通120Hz 后置5000万超感知影像 搭载HarmonyOS 2 8+256GB 9号色华为手机 标配无充,0,https://item.jd.com/100030924066.html,暂无优惠,2999.00
106,HUAWEI nova 9 4G全网通 120Hz 后置5000万超感知影像 搭载HarmonyOS 2 8+256GB绮境森林手机 标配无充【购机补贴版】,0,https://item.jd.com/100015925295.html,暂无优惠,2999.00
107,HUAWEI nova 9 4G全网通 120Hz 后置5000万超感知影像 搭载HarmonyOS 2 8+128GB绮境森林手机 标配无充【购机补贴版】,0,https://item.jd.com/100016695685.html,暂无优惠,2699.00
108,HUAWEI nova 9 4G全网通1Hz 后置5000万超感知影像 搭载HarmonyOS 2 8+256GB 9号色华为手机 标配无充【购机补贴版】,0,https://item.jd.com/100029032218.html,暂无优惠,2999.00
109,华为畅享 20e 4G全网通 5000mAh大电池6.3英寸高清大屏 4GB+128GB幻夜黑华为手机标配版双卡双待 购机补贴,0,https://item.jd.com/100038086944.html,暂无优惠,1199.00
110,HUAWEI nova 9 120Hz高刷 后置5000万超感知影像 8GB+128GB普罗旺斯华为手机 标配无充【购机补贴版】,0,https://item.jd.com/100039609628.html,暂无优惠,2699.00
